Colorado Building ID,Building Street Address (ESPM),Building City (ESPM),Latitude,Longitude,Gross Floor Area (Tax Assessor),Primary Property Type - Portfolio Manager-Calculated,Weather Normalized Site EUI (kBtu/ft²),Gross Floor Area (ESPM),Total GHG Emissions (Metric Tons CO2e),Building Street Address (Tax Assessor)
1661,3900 LIMA STREET,DENVER,39.7707647,-104.8551601,249600.0,DISTRIBUTION CENTER,,249600,,3900 LIMA STREET
C17804,720 BOLTZ DR.,unknown,40.54332,-105.0652397,85120.0,K-12 School,59.5,85120.0,415.47,720 BOLTZ DRIVE
2016,4400 FOX ST,DENVER,39.7798682,-104.9952802,307498.0,MANUFACTURINGINDUSTRIAL,,307498,,4400 FOX ST
C18934,233 E. Mountain View Ave.,Longmont,40.1804028,-105.0869537,128750.0,K-12 School,,128750.0,,233 E. Mountain View Ave.
1457,4670 HOLLY STREET,DENVER,39.7807153,-104.9211989,74250.0,LABORATORY,,74250,,4670 HOLLY STREET
C17735,800 South Taft Avenue,Loveland,40.3838282,-105.0960973,85793.0,Office,63.6,85793.0,483.66,800 SOUTH TAFT AVENUE
2187,3060 BRIGHTON BLVD,DENVER,39.7660402,-104.9838701,,,,,,3060 BRIGHTON BLVD
C16454,3001 8TH,EVANS,40.3883878,-104.6918949,178881.0,MIXED,,178881,,3001 8TH
1580,10075 E. 40th Avenue,Denver,39.7738909,-104.8723699,148902.0,Non-Refrigerated Warehouse,32.7,148902.0,433.08,10045 E 40TH AVENUE
C18927,7701 Eagle Blvd.,Firestone,40.1136578,-104.9669961,53186.0,K-12 School,66.7,53186.0,325.67,7701 Eagle Blvd.
C17843,1991 Wildcat Reserve Pkwy,Highlands Ranch,39.5349953,-105.0073454,240640.0,K-12 School,60.8,253810.0,1310.85,1991 WILDCAT RESERVE PKWY
C17740,25100 E. Belleview Ave.,Aurora,39.6215204,-104.6959543,145747.0,K-12 School,38.4,145747.0,559.97,25100 E. BELLEVIEW AVE.
2022,3900 Elati St,Denver,39.7711734,-104.992569,294950.0,Residence Hall/Dormitory,46.5,324940.0,1842.61,3900 ELATI ST
1662,4411 Peoria St.,Denver,39.7766097,-104.8482433,,Hotel,71.5,131704.0,934.90,4411 PEORIA ST.
C16458,7001 Grizzly Drive,Greeley,40.4334986,-104.7907815,195685.0,K-12 School,67.4,195000.0,1251.46,7001 GRIZZLY DR
EB235,350 Ponca Place,Boulder,39.9942664,-105.2343172,737421.0,Senior Living Community,71.7,737421.0,4736.45,350 PONCA PLACE
C16496,1801 Avery Plaza Street,Severance,40.4959556,-104.8680829,,K-12 School,41.3,109350.0,615.54,1801 AVERY PLAZA STREET
2402,1624 Market Street,Denver,39.750212,-104.9974854,118505.0,Office,53.0,127183.0,503.33,1624 MAKET ST SUITE #130
C17738,22200 E. Radcliff Parkway,aurora,39.6321817,-104.7283961,68866.0,K-12 School,41.1,71986.0,316.91,22200 E. RADCLIFF PKWY
FC4108,121 W PITKIN ST,FORT COLLINS,40.5702265,-105.0782505,220425.0,PARKING,,220425,,121 W PITKIN ST
C16862,1001 Beulah Ave,Pueblo,38.2490271,-104.6392899,66966.0,Other - Entertainment/Public Assembly,19.4,66966.0,79.22,1001 BEULAH AVENUE
FC2371,3425 S. Shields St.,Fort Collins,40.5404632,-105.0972091,,Multifamily Housing,35.2,65592.0,223.80,3425 S. Shields St
2418,1550 Market Street,Denver,39.749499,-104.998525,193808.0,Mixed Use Property,46.9,212563.0,1113.51,1550 MARKET STREET
C17867,36 E CAMPUS COURT,DURANGO,37.2759085,-107.8674275,67486.0,COLLEGE/UNIVERSITY,,67486,,36 E CAMPUS COURT
EB212,1401 Pearl St.,Boulder,40.0186939,-105.277127,60146.0,Office,140.3,58680.0,667.29,1401 PEARL ST.
1524,7155 E 38TH AVENUE,DENVER,39.7697537,-104.9049326,51953.0,URGENT CARE/CLINIC/OTHER OUTPATIENT,,51953,,7155 E 38TH AVENUE
NB140,3000 Pearl Parkway,Boulder,40.0231016,-105.2530801,107268.0,Multifamily Housing,37.9,236049.0,834.51,3000 PEARL PKWY R100
C16640,3600 HAVANA,DENVER,39.7649833,-104.8629529,167580.0,PRISON/INCARCERATION,,167580,,3600 HAVANA
EB213,1600 Pearl,Boulder,40.018633,-105.2742917,76533.0,Office,59.6,78216.0,645.00,1600 PEARL ST
1679,4380 N Peoria Street,Denver,39.775431,-104.8460569,,Hotel,53.8,63151.0,302.52,4380 PEORIA STREET
1316,4545 E 51st Ave,Denver,39.789391,-104.9341415,122398.0,Manufacturing/Industrial Plant,484.8,129919.0,5760.17,4545 E 51ST AVE
2057,4655 HUMBOLDT ST,DENVER,39.7811488,-104.9713992,,,,,,4655 HUMBOLDT ST
C17748,1811 W 15th St,Loveland,40.4091979,-105.1028729,60181.0,K-12 School,74.9,60181.0,418.29,1811 W 15TH ST
FC5157,3404 E HARMONY RD,FORT COLLINS,40.5260492,-105.0120878,233560.0,OFFICE,,233560,,3404 E HARMONY RD
C17820,1400 MAPLE ST.,Fort Collins,40.5921463,-105.1021421,59101.0,K-12 School,50.8,59101.0,233.08,1400 MAPLE STREET
EB204,1685 38th St.,Boulder,40.0164694,-105.2455742,100176.0,Office,51.2,100176.0,457.32,1685 38TH ST.
1541,7415 East 41st Ave,Denver,39.7759689,-104.9022434,80763.0,Hotel,62.5,80763.0,497.63,7415 EAST 41ST AVE
1938,5050 Osage St.,Denver,39.7883769,-105.0038124,78000.0,Non-Refrigerated Warehouse,36.8,78000.0,244.53,5050 OSAGE STREET
2215,2749 Walnut St,Denver,39.760804,-104.9846135,144093.0,Multifamily Housing,47.2,170761.0,825.59,2749 WALNUT ST
C16395,2300 12TH AVE,GREELEY,40.39899,-104.6984169,107570.0,EDUCATION,,107570,,2300 12TH AVE
1464,5885 East 45th Avenue,Denver,39.7800398,-104.9180701,53893.0,Non-Refrigerated Warehouse,29.0,53893.0,111.24,5885 E STAPLETON DR N
1929,1400 W 52ND AVE,Denver,39.7901986,-105.0036097,70520.0,Office,56.3,47272.0,220.02,1400 W 52ND AVE
C17744,2101 South Garfield Ave.,Loveland,40.3702993,-105.0806253,88058.0,Senior Living Community,,88058.0,,2101 S GARFIELD AVENUE
2134,3240 Humboldt Street,Denver,39.7626241,-104.9686983,165518.0,K-12 School,75.0,165518.0,856.89,3240 HUMBOLDT STREET
1591,12000 East 45th Avenue,Denver,39.7763566,-104.8503004,322400.0,Distribution Center,30.4,322400.0,646.18,12000 E 45TH AVE
2188,2900 BRIGHTON BLVD,DENVER,39.7647122,-104.9854371,110608.0,MIXED,,110608,,2900 BRIGHTON BLVD
C16397,2045 10TH AVE,GREELEY,40.4043653,-104.6957637,108300.0,EDUCATION,,108300,,2045 10TH AVE
2403,1625 Larimer Street,Denver,39.7496168,-104.9973713,350030.0,Multifamily Housing,30.8,350030.0,1068.45,1625 LARIMER STREET
C16790,1200 N BROADWAY,DENVER,39.7491897,-104.9874018,175967.0,MUSEUM,,175967,,1200 N BROADWAY
1581,10035 E. 40th Avenue,Denver,39.7740217,-104.8738021,135145.0,Office,64.4,139695.0,947.65,10035 E. 40TH AVENUE
C16856,2200 Bonforte Blvd,Pueblo,38.3091368,-104.5754459,51713.0,College/University,,52960.0,,2200 BONFORTE BLVD
2421,1420 Wazee Street,Denver,39.7496032,-105.0018354,60169.0,Office,36.2,60169.0,235.35,1420 WAZEE STREET
1318,4501 E 50TH AVE,DENVER,39.7873696,-104.935138,63014.0,DISTRIBUTION CENTER,,63014,,4501 E 50TH AVE
FC1432,1400 STOVER ST,FORT COLLINS,40.567818,-105.0656051,81775.0,EDUCATION,,81775,,1400 STOVER ST
1711,13100 & 13300 E 38th Ave,Denver,39.7686233,-104.834815,140040.0,Non-Refrigerated Warehouse,20.3,148560.0,223.31,13300 E 38TH AVE
1754,10404 E 29th Dr # 103,Denver,39.758697,-104.8669299,104640.0,Multifamily Housing,,113618.0,,10404 E 29TH DR # 103
1349,5151 E 46th Ave,Denver,39.7808971,-104.9291594,59678.0,Non-Refrigerated Warehouse,30.4,59678.0,147.01,5151 E 46TH AVE
C17823,2515 TIMBERWOOD DR.,Fort Collins,40.5187584,-105.0290116,50871.0,K-12 School,33.7,50871.0,161.33,2515 TIMBERWOOD DRIVE
C15068,1811 S. Harlan Circle,Lakewood,39.6832781,-105.0668284,130300.0,Multifamily Housing,22.8,173915.0,394.90,1811 SOUTH HARLAN CIR
C16417,2830 W 27TH STREET LN,GREELEY,40.3936147,-104.7271202,123840.0,SENIOR LIVING COMMUNITY,,123840,,2830 W 27TH STREET LN
1759,10425 E. 31st Avenue,Denver,39.7612942,-104.8667067,109867.0,Multifamily Housing,58.9,101333.0,490.16,10425 & 10495 E. 31ST AVENUE
2375,2351 Federal Blvd,Denver,39.7518228,-105.0256017,41786.0,Multifamily Housing,,41786.0,,2351 FEDERAL BLVD
1931,1101-1109 W. 48th Ave.,Denver,39.7848607,-105.001486,367797.0,Non-Refrigerated Warehouse,29.4,367797.0,1211.02,1101-1109 W. 48TH AVE.
C17824,4201 SENECA ST.,Fort Collins,40.5277164,-105.1048648,122787.0,K-12 School,39.5,122787.0,431.01,4201 SENECA STREET
EB248,5600 Flatiron Parkway,Boulder,40.0229,-105.2236969,77693.0,Police Station,68.5,77090.0,470.01,5600 FLATIRON PARKWAY
C17852,5310 E 136th Ave.,Thornton,39.941897,-104.9279256,78196.0,Other - Education,61.5,81416.0,625.89,5310 E. 136TH AVE
C17835,1414 N. Santa Fe Avenue,Pueblo,38.2802845,-104.6066721,96809.0,Multifamily Housing,,96809.0,,1414 N SANTA FE
EB215,1050 Walnut Street,Boulder,40.016282,-105.2813839,115865.0,Office,53.3,115865.0,580.25,1050 WALNUT STREET
1154,11440 E. 56th Ave,Denver,39.7970947,-104.8552159,164145.0,Distribution Center,26.7,92042.0,207.87,11440 E. 56TH AVE
1582,3801 N. Havana Street,Denver,39.7713046,-104.8667567,172627.0,Non-Refrigerated Warehouse,23.4,172627.0,520.98,3801 N HAVANA
C16410,3000 AIRPORT,ERIE,40.0063599,-105.0520475,117981.0,MIXED,,117981,,3000 AIRPORT
1273,4550 North Central Park Blvd,Denver,39.7788695,-104.8813796,104203.0,Hotel,81.5,104203.0,822.00,4550 NORTH CENTRAL PARK BLVD
1267,4950 LIMA STREET,DENVER,39.7873187,-104.8558131,,,,,,4950 LIMA STREET
C17874,601 HORIZON PLACE,GRAND JUNCTION,39.0948664,-108.562828,79816.0,SENIOR LIVING COMMUNITY,,79816,,601 HORIZON PLACE
1636,11275 East 40th Avenue,Denver,39.7738526,-104.856772,355110.0,Distribution Center,21.5,355110.0,515.93,11275 EAST 40TH AVENUE
C16676,2550 LOWELL BOULEVARD,DENVER,39.7543473,-105.0341897,78829.0,K-12 SCHOOL,,78829,,2550 LOWELL BOULEVARD
C16863,1001 Beulah Ave,Pueblo,38.2490271,-104.6392899,55439.0,Convention Center,47.4,55439.0,222.63,1001 BEULAH AVENUE
1681,12875 E 42nd Ave,Denver,39.7746558,-104.8411993,400000.0,Distribution Center,42.6,123635.0,422.57,12435 E 42ND AVE
C16497,1100 MAIN STREET,WINDSOR,40.4819492,-104.9153003,,,,,,1100 MAIN STREET
2059,4800 WASHINGTON STREET,DENVER,39.7834792,-104.9776458,59837.0,NON-REFRIGERATED WAREHOUSE,,59837,,4800 WASHINGTON STREET
1525,3801 Quebec St,Denver,39.7701591,-104.9038278,384124.0,Hotel,69.3,384124.0,2906.39,3801 QUEBEC STREET
C16797,3333 SOUTH HAVANA STREET,DENVER,39.6587985,-104.8673964,85063.0,K-12 SCHOOL,,85063,,3333 SOUTH HAVANA STREET
1939,2850 Columbine Road,Denver,39.7931944,-105.0240085,55240.0,Senior Living Community,81.4,62125.0,428.03,2850 COLUMBINE ROAD
C17848,11100 Vrain St.,Westminster,39.898217,-105.0451479,62725.0,K-12 School,41.6,62725.0,251.27,11100 VRAIN ST
2218,2632 Blake Street,Denver,39.7600079,-104.9864847,75427.0,Multifamily Housing,42.6,96411.0,463.72,2632 BLAKE ST
C16864,1001 Beulah Ave,Pueblo,38.2490271,-104.6392899,62068.0,Convention Center,128.8,62068.0,733.47,1001 BEULAH AVENUE
1260,4907 Nome,Denver,39.7867363,-104.8530624,54160.0,Non-Refrigerated Warehouse,26.7,64442.0,105.14,4907 NOME
C16491,42315 W CR 133,NEW RAYMER,40.615381,-103.80292,,K-12 SCHOOL,,,,42315 W CR 133
1595,12075 East 45th Avenue,Denver,39.7791597,-104.8475747,68357.0,Office,53.4,90500.0,456.92,12075 E 45TH AVE
1890,5100 RACE COURT,DENVER,39.7889016,-104.9647417,,,,,,5100 RACE COURT
2060,4303 Brighton Blvd,Denver,39.777792,-104.9717938,65000.0,Museum,35.8,70030.0,165.14,4303 BRIGHTON BLVD
C17860,701 Topeka Way,Castle Rock,39.374758,-104.871785,79396.0,Non-Refrigerated Warehouse,,79396.0,,701 TOPEKA WAY
C17856,5450 CENTRAL PARK BLVD,DENVER,39.7968185,-104.8813896,87142.0,K-12 SCHOOL,,87142,,5450 CENTRAL PARK BLVD
1683,13100 E 39th Ave,Denver,39.7703915,-104.8353092,229330.0,Distribution Center,34.0,229330.0,519.13,13100 E 39TH AVE
2380,1975 Mile High Stadium Circle,Denver,39.7471696,-105.019559,94000.0,Multifamily Housing,,94000.0,,1975 MILE HIGH STADIUM CIRCLE
1473,4725 Leyden St,Denver,39.7816833,-104.9171174,106340.0,Non-Refrigerated Warehouse,17.9,106772.0,138.89,4725 LEYDEN ST
3301,590 QUIVAS ST,DENVER,39.7243979,-105.0066799,97429.0,RETAIL STORE,,97429,,590 QUIVAS ST
3681,2125 Buchtel Blvd,Denver,39.6841687,-104.9622127,67800.0,Multifamily Housing,64.5,75348.0,416.36,2125 BUCHTEL BLVD
C16498,700 PONDEROSA DRIVE,SEVERANCE,40.517856,-104.864799,,,,,,700 PONDEROSA DRIVE
1995,935 West 45th Avenue,Denver,39.7785697,-104.9989326,,Non-Refrigerated Warehouse,49.6,138750.0,592.97,935 WEST 45TH AVENUE
1168,11402 East 53rd Avenue,Denver,39.7923657,-104.8553789,91892.0,Distribution Center,30.2,91892.0,180.01,11402 E. 53RD AVE
1274,5000 Beeler Street,Denver,39.7878862,-104.8791985,514430.0,Mixed Use Property,60.5,533005.0,3507.21,5000 BEELER STREET
C16411,600 5th Street,Frederick,40.0976896,-104.9324419,119609.0,K-12 School,49.1,128750.0,623.81,600 5TH ST
C16419,1891 State Highway 7,Erie,40.0011551,-105.0097193,123700.0,Supermarket/Grocery Store,,123723.0,,1891 HIGHWAY 7
1319,4475 E. 50th Ave.,Denver,39.7875511,-104.9367278,163860.0,Refrigerated Warehouse,48.9,175043.0,1161.60,4475 EAST 50TH AVENUE
EB372,1325 Pearl Street,Boulder,40.018821,-105.2782183,75023.0,Office,57.6,88023.0,416.45,1325 PEARL STREET
1716,12770 E 39th Ave,Denver,39.7704084,-104.8390929,120000.0,Distribution Center,25.1,121112.0,242.25,12770 E 39TH AVE
1475,4355 Kearney Street,Denver,39.777242,-104.91914,220591.0,Non-Refrigerated Warehouse,40.1,215875.0,608.00,4355 KEARNY STREET
C16412,2300 12TH AVE,GREELEY,40.39899,-104.6984169,119953.0,EDUCATION,,119953,,2300 12TH AVE
C16484,2010 Howard Smith Ave East,Windsor,40.4611025,-104.8672261,505688.0,Non-Refrigerated Warehouse,,274181.0,,2010 HOWARD SMITH AVE
1644,"3700 Havana St,, Denver, CO 80239",Denver,39.7697542,-104.8649036,150279.0,Strip Mall,35.6,150927.0,367.67,3700 HAVANA ST.
1602,4701 Moline Street Unit 4761,Denver,39.7831643,-104.855725,104891.0,Non-Refrigerated Warehouse,28.4,104891.0,231.36,4701 MOLINE STREET UNIT 4761
2385,1865 Larimer Street,Denver,39.7517658,-104.9946553,189228.0,Multifamily Housing,40.2,189228.0,854.86,1865 LARIMER STREET
C16420,4400 CENTERPLACE DR,GREELEY,40.394375,-104.7500886,171600.0,Retail Store,54.6,124545.0,595.78,4400 CENTERPLACE DR
C16485,800 N 8TH AVE GREELEY,GREELEY,40.4439499,-104.6912455,507526.0,MANUFACTURINGINDUSTRIAL,,507526,,800 N 8TH AVE GREELEY
C16673,2525 WEST 29TH AVENUE,DENVER,39.7590274,-105.0183735,78766.0,K-12 SCHOOL,,78766,,2525 WEST 29TH AVENUE
EB254,1801 13th St,Boulder,40.0167609,-105.2784467,187800.0,Office,57.7,110927.0,884.93,1801 13TH ST
C17887,200 Robinson Street,Basalt,39.3869998,-107.0846967,,Medical Office,322.8,62704.0,2005.02,200 ROBINSON
2221,1451 24th St,Denver,39.7587741,-104.9888193,310301.0,Multifamily Housing,53.4,380340.0,2022.89,1451 24TH ST
C16492,1202 MAIN STREET,PLATTEVILLE,40.2069852,-104.8238474,,K-12 SCHOOL,,,,1202 MAIN STREET
1600,4700 Moline Street,Denver,39.7828207,-104.8541442,118000.0,Distribution Center,57.2,118000.0,500.39,4700 MOLINE ST
C17888,2205 CORDILLERA WAY,EDWARDS,39.6430233,-106.6344787,,Residential Care Facility,186.9,,1342.47,2205 CORDILLERA WY
2424,1450 Wynkoop St,Denver,39.7504648,-105.0021415,78214.0,Multifamily Housing,49.6,78214.0,305.47,1450 WYNKOOP ST
C17889,1120 VILLAGE RD,AVON,39.6080184,-106.5201274,,MULTIFAMILY HOUSING,,,,1120 VILLAGE RD
1943,3333 Regis Blvd.,Denver,39.7903846,-105.0304914,836207.0,College/University,87.4,836207.0,6487.05,3333 REGIS BLVD.
C17896,941 E VALLEY RD,BASALT,39.3856236,-107.0830428,92160.0,MULTIFAMILY HOUSING,,92160,,941 E VALLEY RD
1790,2997 Ulster St,Denver,39.7596229,-104.8951775,89000.0,Self-Storage Facility,9.4,90409.0,74.09,2955 ULSTER ST
2141,2844 Downing St.,Denver,39.7573926,-104.9728379,60304.0,Other - Public Services,,60304.0,,2844 DOWNING ST.
2222,2441 Broadway St,Denver,39.757537,-104.9878998,72407.0,Multifamily Housing,56.9,57534.0,274.96,2441 BROADWAY ST
1544,4040 Quebec St,Denver,39.7735588,-104.901913,172157.0,Hotel,68.8,172175.0,1219.72,4040 QUEBEC STREET
1685,3900 UVALDA STREET,DENVER,39.7715724,-104.8341764,110221.0,Government,,110221,,3900 UVALDA STREET
1996,4500 Lipan St.,Denver,39.7787042,-105.0011468,86000.0,Manufacturing/Industrial Plant,337.3,151393.0,3928.76,4500 LIPAN ST
2411,1660 Wynkoop St,Denver,39.7522477,-105.0000667,66120.0,Parking,76.6,66120.0,546.29,1660 WYNKOOP ST
1894,5125 RACE CT,DENVER,39.7885278,-104.9667217,139552.0,MANUFACTURING/INDUSTRIAL PLANT,,139552,,5125 RACE CT
C15586,2833 TOUPAL DR,TRINIDAD,37.1403581,-104.5217607,,HOTEL,,,,2833 TOUPAL DR
2386,1860 Blake Street,Denver,39.7529388,-104.9956139,,Office,66.8,111552.0,858.83,1860 BLAKE STREET
2426,1435 Wazee St,Denver,39.7500378,-105.0020958,63945.0,Multifamily Housing,35.2,63376.0,202.02,1435 WAZEE STREET
1547,3870 Quebec Street,Denver,39.7704128,-104.9010502,136953.0,Retail Store,50.2,117100.0,554.89,3870 QUEBEC STREET
1961,4950 Beach Court,Denver,39.7861823,-105.0178067,51846.0,K-12 School,64.3,51846.0,250.43,4950 BEACH COURT
C17914,2100 S. FREEWAY,PUEBLO,38.2401507,-104.6066089,467240.0,MANUFACTURING/INDUSTRIAL PLANT,,467240,,2100 S. FREEWAY
2068,3827 N Lafayette Street,Denver,39.7706947,-104.9704556,175786.0,Office,44.5,171635.1,721.00,3858 WALNUT STREET
C17962,4440-4474 BARNES RD,Colorado Springs,38.8975957,-104.7448857,,Other - Mall,,51921.0,,4440-4474 BARNES RD
2428,1615 Wynkoop st,Denver,39.7524986,-105.001091,116125.0,Office,135.8,116125.0,1741.67,1615 WYNKOOP ST
1997,1170 W. 46th Ave,Denver,39.7798777,-105.0009747,86000.0,Manufacturing/Industrial Plant,208.6,84765.0,2156.84,1170 W. 46TH AVE
C16607,2955 Glenwood Dr,Boulder,40.0334184,-105.2550546,56484.0,Multifamily Housing,38.3,57500.0,171.79,2955 GLENWOOD DR
C16499,900 Main Street,Windsor,40.4805795,-104.9107868,140970.0,K-12 School,67.5,140970.0,788.84,900 MAIN STREET
1322,4300 E 51ST AVE,DENVER,39.7883457,-104.9375974,63024.0,MANUFACTURING/INDUSTRIAL PLANT,,63024,,4300 E 51ST AVE
C16434,13100 County Road 8,Fort Lupton,40.0426507,-104.8056513,,Manufacturing/Industrial Plant,,135518.0,,13199 COUNTY ROAD 8
2146,501 28th St,Denver,39.7555739,-104.97575,61054.0,Medical Office,,61054.0,,501 28TH ST
C16426,201 S. McKinley,Fort Lupton,40.0774589,-104.8134516,129174.0,K-12 School,,132758.0,,201 S MCKINLEY AVE
1649,3900 Joliet St,Denver,39.771407,-104.8598818,132333.0,Manufacturing/Industrial Plant,531.0,132333.0,8222.67,3900 JOLIET ST
C16669,2949 CALIFORNIA STREET,DENVER,39.7583089,-104.9761369,82164.0,K-12 SCHOOL,,82164,,2949 CALIFORNIA STREET
1725,3751 Revere Street,Denver,39.768949,-104.843357,54662.0,Mixed Use Property,31.3,54662.0,128.07,3751 REVERE STREET
C16677,1580 JULIAN STREET,DENVER,39.7416017,-105.0305372,80599.0,K-12 SCHOOL,,80599,,1580 JULIAN STREET
C16608,2995 Glenwood Dr,Boulder,40.0337559,-105.2540203,78896.0,Multifamily Housing,35.2,78896.0,222.24,2995 GLENWOOD DR
2388,1863 Wazee Street,Denver,39.7537868,-104.9969393,86400.0,Multifamily Housing,52.1,86400.0,462.03,1863 WAZEE STREET
C16435,2110 O Street,Greeley,40.4509023,-104.7099153,139724.0,Prison/Incarceration,65.2,492514.0,2808.80,2110 O ST
C17891,50 SCOTT HILL RD,BEAVER CREEK,39.6076842,-106.5209976,,HOTEL,,,,50 SCOTT HILL RD
C16502,411 S. McKinley Ave,Fort Lupton,40.0754924,-104.813787,112921.0,K-12 School,,112921.0,,411 SOUTH MCKINLEY AVENUE
C17971,404 W FONTANERO STREET,COLORADO SPRINGS,38.8608688,-104.8694306,106571.0,OTHER - UTILITY,,106571,,404 W FONTANERO STREET
C16490,515 LESLIE ST,BRIGGSDALE,40.6335959,-104.3242833,,K-12 SCHOOL,,,,515 LESLIE ST
C17899,6620 S. Potomac St,Centennial,39.5965205,-104.8302834,107670.0,Multifamily Housing,17.8,107670.0,164.25,6620 S POTOMAC ST
C16503,100 SOUTH MOUNTAIN VIEW DRIVE,EATON,40.5222467,-104.731586,,K-12 SCHOOL,,,,100 SOUTH MOUNTAIN VIEW DRIVE
C17972,200-210 E 14th Ave,Denver,39.7382628,-104.9844922,59372.0,Office,,49877.0,,200 EAST 14TH AVE
C16680,900 AURARIA PARKWAY,Denver,39.7450774,-105.005976,334870.0,College/University,59.3,334870.0,2038.18,900 AURARIA PKWY
EB109,"7070,70760,7040 Winchester Cr. Boulder",Boulder,40.0790106,-105.1897286,106137.0,Manufacturing/Industrial Plant,107.5,212805.0,2826.76,7060 WINCHESTER CIRCLE
C17900,3550 Barkwood Dr,Johnstown,40.3857399,-104.9707043,57042.0,K-12 School,,117283.0,,3550 BARKWOOD DR
1895,4905 YORK ST,DENVER,39.7854909,-104.960864,55263.0,OTHER - ENTERTAINMENT/PUBLIC ASSEMBLY,,55263,,4905 YORK ST
2002,4580 TEJON STREET,DENVER,39.7797814,-105.0107996,59913.0,MULTIFAMILY HOUSING,,59913,,4580 TEJON STREET
1650,11205 E. 37th Ave,Denver,39.7696954,-104.8583989,86036.0,Manufacturing/Industrial Plant,222.6,86036.0,2554.06,11205 E 37TH AVE
1726,3851 Revere Street,Denver,39.770255,-104.8434429,75265.0,Other,41.8,75265.0,228.21,3851 REVERE STREET
2391,1621 18th Street,Denver,39.7538839,-104.9977549,117469.0,Office,29.9,123589.0,511.88,1621 18TH STREET
1323,4200 EAST 50TH AVENUE,DENVER,39.7863071,-104.9380489,86788.0,DISTRIBUTION CENTER,,86788,,4200 EAST 50TH AVENUE
EB106,900 Walnut Street,Boulder,40.0166306,-105.2827938,158742.0,Hotel,217.3,158742.0,2859.31,900 WALNUT STREET
C17903,1301 N MAIN,LAMAR,38.1028589,-102.61893,,HOTEL,,,,1301 N MAIN
EB107,6405 Odell Pl,Boulder,40.0746026,-105.204489,99207.0,Self-Storage Facility,9.0,101827.0,66.06,6405 ODELL PLACE
EB108,7088 Winchester Circle,Boulder,40.0788458,-105.1894843,62900.0,Non-Refrigerated Warehouse,20.8,62900.0,85.51,7088 WINCHESTER CIRCLE
2003,4250 shoshone Street,Denver,39.7746275,-105.0093541,70091.0,K-12 School,64.4,70091.0,372.22,4250 SHOSHONE STREET
1557,7970 E 49th St,Denver,39.7807565,-104.8950909,,Retail Store,53.6,180000.0,1116.73,7970 E NORTHFIELD BLVD
2393,1720 Wynkoop Street,Denver,39.752921,-104.9990374,143500.0,Multifamily Housing,89.0,143500.0,1096.08,1720 WYNKOOP STREET
1819,2540 Holly St.,Denver,39.7537795,-104.9210712,176011.0,K-12 School,52.9,176011.0,714.22,2540 HOLLY ST.
2005,4130 Navajo Street,Denver,39.7736511,-105.0034859,142973.0,K-12 School,59.0,142973.0,591.00,4130 NAVAJO STREET
1728,12790 E. 38Th Ave,Denver,39.769121,-104.8389524,80000.0,Distribution Center,30.4,40000.0,68.61,12790 E. 38TH AVE
C18335,175 LAKE ST,AVON,39.6375534,-106.5272479,57750.0,MULTIFAMILY HOUSING,,57750,,175 LAKE ST
EB121,5920 LONGBOW DRIVE,BOULDER,40.0634391,-105.2157269,,,,,,5920 LONGBOW DRIVE
2364,2401 ALCOTT STREET,DENVER,39.751811,-105.0182105,151150.0,WORSHIP FACILITY,,151150,,2401 ALCOTT STREET
2709,1845 Sherman Street,Denver,39.7456135,-104.9851612,171823.0,Hotel,,110328.0,,1845 SHERMAN STREET
2965,1515 E 9TH AVE,DENVER,39.7308711,-104.9690955,60000.0,MULTIFAMILY HOUSING,,60000,,1515 E 9TH AVE
3302,500 Quivas Street,Denver,39.7234231,-105.0066834,96633.0,Refrigerated Warehouse,29.6,96633.0,260.57,500 QUIVAS STREET
3354,500 Speer Blvd.,Denver,39.721853,-104.9818777,108717.0,Office,140.2,78266.0,1169.79,500 SPEER BLVD.
C16431,3280 Co Rd 5,Erie,40.0505494,-105.0155626,132000.0,K-12 School,39.4,133000.0,546.64,3280 COUNTY ROAD 5
C16493,1004 MAIN STREET,PLATTEVILLE,40.2097558,-104.8242805,62570.0,K-12 SCHOOL,,62570,,1004 MAIN STREET
C16494,680 ACADEMY COURT,WINDSOR,40.4718729,-104.8811251,,,,,,680 ACADEMY COURT
C16432,2400 47TH AVENUE,GREELEY,40.398705,-104.7547713,135367.0,Wholesale Club/Supercenter,45.8,135367.0,641.44,2400 47TH AVENUE
C16600,123 W.Orchard,Grand Junction,39.0840945,-108.5719189,56258.0,K-12 School,56.0,56258.0,284.03,123 W ORCHARD AVENUE
